age,employment_status,annual_income,avg_monthly_balance,num_deposits_per_month,debit_card_spending,credit_score,num_open_loans,total_outstanding_debt,late_payment_count,loan_default_history,loan_application_amount,loan_repayment_history,debt_to_income_ratio,credit_risk
64,Employed,61876.0,3602.0,11,1715,663.0,2,37009.0,0,0,11320,Average,0.598,1
30,Employed,32143.0,421.0,3,1255,676.0,3,17748.0,0,0,2298,Excellent,0.552,0
59,Self-Employed,60068.0,3130.0,11,2114,620.0,1,29373.0,1,1,1195,Average,0.489,1
33,Employed,43564.0,100.0,9,2201,568.0,3,15985.0,2,0,12271,Average,0.367,1
51,Employed,36098.0,100.0,8,1243,523.0,0,3636.0,1,0,8354,Excellent,0.101,1
27,Employed,82359.0,1374.0,9,1991,670.0,2,63140.0,1,1,9925,Good,0.767,0
62,Employed,23608.0,677.0,10,1519,648.0,0,17418.0,0,0,14159,Average,0.738,0
62,Self-Employed,75035.0,1085.0,6,3301,629.0,1,8207.0,1,0,28058,Good,0.109,0
56,Employed,80142.0,3277.0,11,2034,779.0,0,21096.0,0,0,15503,Poor,0.263,0
40,Self-Employed,33904.0,2808.0,13,1392,616.0,1,2742.0,2,1,9326,Excellent,0.081,0
24,Unemployed,35028.0,1390.0,8,1091,786.0,1,14127.0,3,0,7724,Poor,0.403,0
27,Employed,48651.0,2078.0,1,1022,802.0,2,22565.0,1,0,14139,Good,0.464,0
21,Self-Employed,64229.0,3761.0,1,1853,534.0,2,3444.0,1,0,7692,Poor,0.054,1
64,Employed,50565.0,819.0,14,1193,687.0,3,30637.0,0,1,15892,Good,0.606,1
65,Unemployed,69811.0,4473.0,10,2406,650.0,1,29998.0,2,0,24542,Average,0.43,0
62,Unemployed,145035.0,7319.0,13,2086,462.0,2,36638.0,1,0,37696,Average,0.253,1
33,Self-Employed,41600.0,100.0,4,1282,,1,3224.0,1,0,21238,Good,0.078,1
42,Employed,21413.0,1508.0,1,1072,738.0,2,11147.0,1,0,10480,Average,0.521,0
41,Self-Employed,86625.0,5948.0,13,2796,831.0,2,10039.0,1,0,11152,Average,0.116,0
42,Employed,138817.0,1291.0,7,7667,748.0,4,12690.0,0,0,55731,Excellent,0.091,0
48,Self-Employed,68262.0,2864.0,4,1538,704.0,2,2044.0,3,0,13293,Average,0.03,0
29,Unemployed,30237.0,1535.0,1,1136,678.0,2,8489.0,2,1,8849,Average,0.281,1
46,Employed,51377.0,3205.0,1,2769,806.0,1,9827.0,1,0,13680,Good,0.191,0
29,Employed,29730.0,2703.0,14,1676,841.0,2,512.0,1,1,14893,Excellent,0.017,0
35,Employed,78328.0,2441.0,13,2599,636.0,1,,0,1,11929,Good,0.604,0
30,Employed,26157.0,1932.0,6,1833,530.0,1,7759.0,1,0,1000,Average,0.297,0
44,Employed,46631.0,2373.0,6,982,523.0,3,29746.0,0,1,7143,Average,0.638,1
62,Self-Employed,31657.0,835.0,6,100,779.0,2,9498.0,1,1,3511,Good,0.3,0
28,Unemployed,58973.0,1870.0,9,278,676.0,2,1088.0,2,1,20535,Good,0.018,0
44,Unemployed,44963.0,3202.0,12,864,694.0,2,23932.0,0,0,10477,Excellent,0.532,0
36,Employed,60616.0,2333.0,7,662,546.0,0,5946.0,1,1,14629,Good,0.098,1
46,Self-Employed,55680.0,505.0,7,2344,624.0,2,0.0,0,0,14206,Excellent,0.0,0
47,Self-Employed,31966.0,1522.0,1,1968,658.0,2,17738.0,1,0,6062,Good,0.555,0
57,Employed,77643.0,4495.0,8,2851,696.0,2,2984.0,2,0,33617,Good,0.038,0
24,Employed,53544.0,1088.0,6,841,650.0,2,20618.0,0,1,5723,Good,0.385,1
44,Employed,31933.0,1606.0,14,1290,602.0,3,0.0,1,0,1000,Average,0.0,1
39,Unemployed,188640.0,8602.0,11,6890,621.0,3,55061.0,1,0,16655,Poor,0.292,1
56,Employed,71477.0,844.0,12,1158,771.0,1,809.0,3,0,5515,Excellent,0.011,0
59,Self-Employed,50554.0,919.0,5,1317,698.0,1,31627.0,0,0,1400,Excellent,0.626,0
30,Employed,119785.0,4323.0,6,2428,726.0,3,42648.0,0,0,49665,Good,0.356,0
45,Self-Employed,151462.0,10631.0,13,5688,613.0,3,63674.0,1,0,29264,Poor,0.42,0
38,Employed,50774.0,938.0,9,1660,458.0,2,24075.0,2,0,13128,Good,0.474,1
39,Employed,66580.0,814.0,4,1824,641.0,3,44942.0,2,0,22215,Average,0.675,0
56,Employed,31942.0,4263.0,7,604,615.0,3,12971.0,1,0,11536,Good,0.406,0
30,Employed,50723.0,1063.0,14,1415,706.0,4,34512.0,1,0,20174,Poor,0.68,0
53,Self-Employed,49296.0,1431.0,13,1520,850.0,3,19410.0,2,1,21185,Excellent,0.394,0
25,Employed,60885.0,2265.0,3,3068,732.0,1,27964.0,1,0,20517,Excellent,0.459,0
55,Employed,66046.0,100.0,14,1736,850.0,3,38853.0,0,0,6312,Excellent,0.588,0
64,Employed,74831.0,2731.0,2,2907,723.0,1,51137.0,4,0,27167,Average,0.683,1
54,Employed,62680.0,1165.0,3,1699,633.0,2,15424.0,1,0,8664,Average,0.246,1
53,Employed,28259.0,100.0,7,819,706.0,1,15299.0,0,0,1287,Excellent,0.541,0
41,Employed,32825.0,2318.0,6,1473,814.0,4,16498.0,0,0,12402,Excellent,0.503,0
37,Unemployed,40724.0,1303.0,3,1452,817.0,2,1981.0,1,0,5916,Average,0.049,0
42,Employed,47092.0,1624.0,4,1744,637.0,3,23280.0,2,0,8367,Average,0.494,0
57,Self-Employed,98029.0,2033.0,1,5772,699.0,2,39394.0,1,1,24629,Poor,0.402,0
35,Unemployed,29012.0,296.0,7,685,573.0,1,9947.0,0,0,2131,Excellent,0.343,1
55,Employed,45185.0,1523.0,5,2248,742.0,2,5188.0,2,0,11675,Good,0.115,0
48,Employed,92897.0,2745.0,1,2766,797.0,3,22099.0,2,0,46853,Poor,0.238,0
27,Employed,46637.0,1819.0,12,1653,683.0,3,0.0,4,0,14363,Excellent,0.0,1
52,Unemployed,70850.0,100.0,15,2307,630.0,2,11671.0,0,0,8258,Good,0.165,0
31,Unemployed,50937.0,3654.0,4,1809,707.0,1,22040.0,3,1,12242,Good,0.433,0
30,Employed,63343.0,4520.0,13,2839,711.0,1,33805.0,2,0,15687,Excellent,0.534,0
29,Self-Employed,48505.0,3471.0,11,875,686.0,6,20321.0,1,0,7718,Average,0.419,0
34,Employed,79378.0,100.0,4,3419,693.0,3,10544.0,2,0,20360,Average,0.133,0
33,Unemployed,23513.0,100.0,13,511,667.0,1,4542.0,0,0,8053,Excellent,0.193,0
45,Unemployed,45038.0,436.0,14,3043,755.0,1,25146.0,1,0,12285,Excellent,0.558,0
22,Employed,64744.0,100.0,7,1822,735.0,0,28454.0,4,0,20566,Average,0.439,0
55,Employed,73764.0,4909.0,11,656,606.0,2,60741.0,3,1,23412,Excellent,0.823,1
27,Employed,125018.0,7466.0,6,5171,604.0,0,75860.0,2,0,21647,Average,0.607,1
41,Employed,44357.0,1437.0,10,1721,661.0,2,18509.0,1,0,15774,Excellent,0.417,1
38,Self-Employed,124095.0,4607.0,10,1618,735.0,0,7278.0,1,0,25955,Average,0.059,0
23,Employed,38278.0,1135.0,14,673,691.0,2,25044.0,3,0,17352,Good,0.654,0
62,Employed,114216.0,2600.0,4,2002,632.0,2,21875.0,0,1,43695,Good,0.192,0
59,Employed,86223.0,763.0,15,5077,700.0,1,47981.0,1,1,6521,Good,0.556,1
61,Unemployed,33279.0,162.0,5,1514,655.0,3,18575.0,2,0,14320,Excellent,0.558,0
31,Employed,65118.0,2337.0,14,1177,746.0,3,29442.0,0,0,17142,Average,0.452,0
59,Employed,53472.0,2844.0,2,1499,705.0,1,11397.0,4,0,24033,Good,0.213,0
44,Employed,77587.0,4184.0,7,3314,656.0,3,21362.0,0,0,10027,Good,0.275,0
39,Unemployed,48644.0,2122.0,9,2262,697.0,2,4636.0,2,0,2171,Good,0.095,0
24,Self-Employed,46449.0,2883.0,9,2595,779.0,3,0.0,1,0,1252,Good,0.0,0
46,Employed,116785.0,3314.0,7,3926,637.0,2,58714.0,2,0,21292,Good,0.503,0
58,Employed,52093.0,1637.0,7,2715,710.0,4,33915.0,2,0,18644,Excellent,0.651,0
62,Employed,86649.0,1000.0,8,1823,675.0,3,48229.0,1,0,8650,Excellent,0.557,1
52,Employed,48589.0,2777.0,5,2140,712.0,5,14324.0,0,0,18719,Excellent,0.295,0
59,Employed,137551.0,7111.0,1,7175,631.0,4,10256.0,1,0,36039,Average,0.075,0
65,Unemployed,37873.0,100.0,15,1792,688.0,2,228.0,0,0,11487,Excellent,0.006,0
56,Employed,39234.0,2006.0,12,1153,763.0,1,9465.0,1,0,4726,Average,0.241,0
60,Self-Employed,127207.0,8851.0,10,4884,610.0,0,91929.0,1,0,31472,Average,0.723,0
57,Employed,43061.0,2305.0,10,1164,580.0,2,13942.0,2,0,10684,Average,0.324,0
53,Self-Employed,132678.0,6052.0,13,6323,583.0,1,86420.0,1,0,43697,Average,0.651,1
56,Self-Employed,89823.0,4856.0,11,3030,592.0,0,50267.0,0,0,25459,Excellent,0.56,1
23,Employed,50515.0,676.0,10,1630,725.0,2,18590.0,1,1,9547,Poor,0.368,0
29,Employed,20288.0,298.0,3,629,575.0,2,13153.0,0,0,2025,Good,0.648,1
28,Employed,54419.0,1625.0,3,1354,658.0,4,12684.0,1,1,18930,Average,0.233,0
53,Employed,58162.0,3840.0,13,1632,726.0,1,17024.0,1,0,13239,Good,0.293,0
26,Employed,104512.0,3815.0,3,4477,711.0,2,63518.0,1,0,1000,Excellent,0.608,0
61,Employed,131760.0,6781.0,15,6653,651.0,0,51612.0,1,1,19579,Average,0.392,0
59,Unemployed,37735.0,2142.0,11,1018,694.0,2,9407.0,2,1,10483,Good,0.249,1
24,Employed,85454.0,3644.0,5,2423,688.0,2,15300.0,4,1,14863,Poor,0.179,0
33,Self-Employed,83789.0,3814.0,13,4062,663.0,3,47591.0,3,1,29710,Average,0.568,0
22,Employed,99257.0,2491.0,13,4827,664.0,2,0.0,4,0,43686,Average,0.0,0
25,Self-Employed,72357.0,1110.0,13,1208,848.0,2,50276.0,1,0,12608,Average,0.695,0
64,Employed,18896.0,709.0,13,758,741.0,1,1791.0,0,0,1629,Good,0.095,0
47,Self-Employed,50494.0,1515.0,7,2297,850.0,0,26145.0,2,1,2405,Average,0.518,0
52,Employed,29128.0,1719.0,9,1844,643.0,2,20998.0,2,1,3283,Good,0.721,0
41,Employed,49200.0,826.0,4,2369,674.0,2,18582.0,0,0,19778,Poor,0.378,0
28,Employed,94286.0,5781.0,8,1429,580.0,1,38460.0,1,0,34741,Good,0.408,0
58,Employed,65051.0,2556.0,10,1072,619.0,0,43741.0,0,0,6632,Excellent,0.672,1
28,Employed,103418.0,1924.0,6,2259,823.0,4,55178.0,2,1,19676,Average,0.534,0
23,Employed,66373.0,878.0,13,1413,641.0,1,38093.0,2,0,23103,Excellent,0.574,0
64,Employed,26930.0,2821.0,3,1641,824.0,2,7342.0,1,0,1000,Good,0.273,0
23,Self-Employed,15000.0,100.0,10,676,587.0,4,0.0,2,1,3064,Good,0.0,1
42,Employed,59691.0,100.0,5,2899,601.0,1,1828.0,1,0,20203,Average,0.031,1
26,Employed,48895.0,4591.0,8,1034,654.0,1,6557.0,1,0,22667,Good,0.134,0
22,Self-Employed,32137.0,1347.0,1,1339,675.0,3,15465.0,1,1,13201,Poor,0.481,1
43,Employed,21585.0,100.0,3,1144,749.0,2,10412.0,3,1,7637,Excellent,0.482,0
64,Employed,36716.0,2225.0,8,1237,714.0,3,22471.0,0,0,6324,Good,0.612,0
22,Employed,49420.0,2217.0,7,2794,649.0,2,10448.0,2,0,16418,Good,0.211,0
58,Unemployed,79326.0,1501.0,1,2710,670.0,2,30952.0,1,0,5743,Average,0.39,0
37,Self-Employed,61013.0,1187.0,14,2383,656.0,2,39958.0,3,0,17620,Average,0.655,1
55,Self-Employed,133189.0,3375.0,12,6158,611.0,4,99179.0,1,0,29594,Excellent,0.745,0
54,Employed,31117.0,653.0,4,309,613.0,1,16310.0,1,1,1000,Good,0.524,1
43,Self-Employed,89292.0,3326.0,15,2005,757.0,2,54971.0,1,0,13855,Good,0.616,0
50,Employed,56450.0,897.0,5,2488,543.0,1,29683.0,1,0,2488,Average,0.526,1
28,Employed,80592.0,3610.0,12,3751,,0,49033.0,0,1,40143,Good,0.608,0
42,Employed,43261.0,965.0,5,3212,654.0,2,24016.0,2,0,6569,Average,0.555,0
64,Employed,99162.0,2825.0,5,3746,622.0,5,71753.0,0,0,26026,Good,0.724,0
56,Employed,64696.0,3284.0,4,1313,735.0,3,7344.0,1,0,23738,Poor,0.114,0
25,Employed,37850.0,2089.0,12,1075,791.0,2,28722.0,0,0,21968,Poor,0.759,0
33,Employed,54637.0,837.0,9,2064,764.0,3,17599.0,3,1,18272,Good,0.322,0
49,Employed,48211.0,1396.0,1,1495,718.0,3,12163.0,1,0,7613,Poor,0.252,0
51,Self-Employed,71979.0,100.0,7,2762,762.0,3,12115.0,0,0,8864,Average,0.168,0
36,Employed,28745.0,1661.0,14,1825,551.0,3,15560.0,3,0,8263,Average,0.541,1
62,Self-Employed,54119.0,2461.0,15,2404,641.0,2,24331.0,0,0,18232,Good,0.45,0
50,Employed,68358.0,6997.0,1,1429,612.0,0,54702.0,1,0,2556,Good,0.8,1
36,Self-Employed,56008.0,1026.0,3,1625,772.0,4,5048.0,2,0,18506,Good,0.09,0
32,Employed,115371.0,691.0,11,1924,651.0,0,38860.0,0,0,10746,Excellent,0.337,0
37,Employed,84187.0,5279.0,15,2102,743.0,3,28323.0,0,1,13774,Poor,0.336,0
36,Employed,54774.0,2780.0,10,1687,720.0,2,17875.0,1,0,18835,Excellent,0.326,1
32,Employed,61961.0,2306.0,13,2058,615.0,3,16579.0,3,0,7393,Good,0.268,1
28,Self-Employed,64712.0,100.0,5,3482,636.0,1,35895.0,2,1,25530,Average,0.555,0
40,Employed,68659.0,1004.0,15,3010,777.0,2,8070.0,0,0,14261,Average,0.118,0
23,Employed,20150.0,708.0,11,1023,622.0,4,0.0,0,0,4064,Good,0.0,1
36,Self-Employed,46595.0,914.0,8,987,689.0,1,3372.0,1,0,16273,Average,0.072,0
50,Employed,24310.0,100.0,11,100,621.0,3,13438.0,0,0,3480,Good,0.553,0
65,Employed,111095.0,4522.0,7,3168,,2,30562.0,2,0,41347,Average,0.275,1
43,Employed,53190.0,794.0,7,1896,677.0,0,5984.0,2,0,11285,Average,0.113,0
48,Employed,49452.0,2438.0,5,2348,621.0,2,11726.0,1,1,20453,Excellent,0.237,0
60,Employed,90069.0,4074.0,10,3510,608.0,2,60294.0,5,0,11040,Good,0.669,1
25,Employed,69381.0,2326.0,7,2194,701.0,5,3491.0,1,0,26716,Average,0.05,0
40,Unemployed,29565.0,3732.0,12,1291,617.0,3,11456.0,3,0,5660,Poor,0.387,1
60,Employed,52896.0,1937.0,10,1236,619.0,5,30957.0,4,0,13342,Excellent,0.585,0
64,Employed,45741.0,1002.0,3,1378,610.0,2,28335.0,2,1,5323,Good,0.619,1
21,Employed,21070.0,100.0,11,571,674.0,2,14131.0,2,1,6689,Good,0.671,1
50,Unemployed,37625.0,105.0,4,1543,751.0,3,17301.0,0,0,12010,Good,0.46,0
41,Self-Employed,49719.0,2889.0,4,1740,793.0,2,20218.0,0,1,2876,Average,0.407,0
40,Employed,51630.0,2567.0,14,100,626.0,1,39832.0,1,0,20738,Excellent,0.771,1
26,Self-Employed,24340.0,250.0,15,1212,841.0,2,14341.0,2,0,1633,Good,0.589,0
42,Employed,103622.0,2860.0,2,4116,605.0,3,31440.0,0,0,12327,Good,0.303,1
38,Employed,51997.0,100.0,5,3178,761.0,2,5980.0,2,0,20099,Good,0.115,0
28,Employed,56148.0,100.0,13,494,626.0,2,43595.0,1,1,6738,Good,0.776,0
59,Employed,68558.0,2033.0,9,1489,615.0,1,41928.0,1,0,26893,Average,0.612,0
52,Employed,35655.0,2317.0,2,1843,624.0,3,26249.0,1,0,12348,Excellent,0.736,0
53,Unemployed,70692.0,100.0,11,800,676.0,1,9516.0,3,0,13734,Good,0.135,0
36,Employed,44945.0,1085.0,15,803,723.0,1,14579.0,0,1,19172,Good,0.324,0
32,Unemployed,33589.0,804.0,1,1990,730.0,1,6622.0,2,0,18385,Poor,0.197,0
58,Employed,75394.0,3563.0,10,2722,609.0,5,15607.0,3,0,27283,Good,0.207,1
54,Employed,124930.0,4109.0,8,3689,606.0,1,87255.0,1,0,34986,Excellent,0.698,1
34,Employed,81940.0,3002.0,5,2596,611.0,2,20469.0,0,0,27628,Average,0.25,1
56,Employed,91375.0,4248.0,4,2470,672.0,4,27403.0,3,0,5343,Good,0.3,0
53,Employed,41305.0,3447.0,14,769,664.0,3,33499.0,1,0,9211,Good,0.811,0
43,Employed,22843.0,1052.0,3,1045,609.0,2,8935.0,2,0,8395,Good,0.391,0
65,Employed,124825.0,1379.0,7,3297,700.0,0,69830.0,0,1,37109,Excellent,0.559,0
22,Employed,170258.0,8312.0,7,3310,850.0,1,75133.0,0,0,16202,Average,0.441,0
61,Self-Employed,128493.0,7085.0,9,3376,642.0,3,97224.0,2,0,8575,Good,0.757,1
41,Employed,45725.0,1159.0,4,1597,647.0,2,25954.0,2,0,1199,Good,0.568,0
22,Employed,29145.0,438.0,3,1974,722.0,2,19434.0,1,0,8121,Excellent,0.667,0
47,Employed,30606.0,1740.0,6,1375,638.0,1,8878.0,1,0,4291,Poor,0.29,0
29,Unemployed,21786.0,2115.0,6,722,730.0,1,14290.0,1,0,5224,Excellent,0.656,0
21,Self-Employed,51846.0,1842.0,5,2264,626.0,2,36614.0,2,1,10856,Poor,0.706,1
31,Employed,133014.0,4264.0,13,6283,817.0,2,9155.0,2,1,30123,Good,0.069,0
23,Employed,50877.0,2828.0,13,1227,706.0,2,31733.0,4,1,24512,Good,0.624,0
43,Employed,64950.0,1503.0,2,2313,633.0,0,16784.0,1,0,16200,Good,0.258,1
46,Unemployed,117203.0,7697.0,11,4656,636.0,2,14863.0,0,0,39197,Average,0.127,0
24,Employed,44039.0,3978.0,2,533,641.0,1,18739.0,1,0,5306,Average,0.426,0
38,Employed,168490.0,6874.0,5,8283,783.0,3,15118.0,1,1,60000,Average,0.09,0
26,Employed,164512.0,9653.0,14,5905,585.0,2,120000.0,4,0,13168,Good,0.729,1
55,Employed,51174.0,2332.0,3,2087,630.0,3,41298.0,0,0,16314,Average,0.807,0
42,Unemployed,40032.0,100.0,3,2307,638.0,3,16564.0,2,0,1663,Excellent,0.414,0
63,Employed,80706.0,4173.0,13,1785,679.0,1,39454.0,2,0,8624,Good,0.489,0
35,Employed,45431.0,1512.0,10,1115,660.0,1,14833.0,2,1,4209,Excellent,0.326,1
42,Employed,29114.0,2815.0,8,453,568.0,1,15747.0,2,0,12032,Excellent,0.541,1
57,Self-Employed,111276.0,4848.0,1,2747,650.0,1,73032.0,1,0,33965,Average,0.656,0
62,Self-Employed,107381.0,6680.0,5,4081,673.0,3,25057.0,1,0,18582,Poor,0.233,0
32,Employed,59911.0,2172.0,5,1693,633.0,6,27926.0,0,1,4257,Average,0.466,1
62,Employed,27461.0,100.0,9,815,732.0,3,5893.0,6,1,13038,Poor,0.215,1
58,Self-Employed,27969.0,205.0,14,1545,749.0,4,21663.0,2,0,1000,Excellent,0.775,0
38,Employed,58341.0,578.0,1,1807,674.0,2,33876.0,3,1,11241,Good,0.581,0
65,Employed,41779.0,2733.0,11,1433,697.0,1,31231.0,3,0,1000,Good,0.748,0
55,Employed,45592.0,2601.0,1,1251,518.0,2,17198.0,1,0,10873,Good,0.377,1
50,Unemployed,96487.0,173.0,3,5015,648.0,5,42278.0,2,0,29104,Good,0.438,0
44,Employed,82317.0,5142.0,6,1711,755.0,3,59679.0,2,0,32521,Good,0.725,0
62,Self-Employed,117368.0,6462.0,9,6451,648.0,0,32814.0,1,0,37888,Poor,0.28,0
50,Self-Employed,31896.0,100.0,10,1704,625.0,4,4132.0,2,0,7609,Excellent,0.13,0
34,Employed,45539.0,3063.0,7,692,850.0,2,29992.0,2,0,17402,Average,0.659,0
26,Employed,83494.0,5440.0,11,1382,816.0,3,13534.0,3,0,21654,Good,0.162,0
23,Employed,70371.0,3498.0,10,2811,715.0,3,19736.0,1,0,31601,Poor,0.28,0
36,Employed,127759.0,3037.0,9,5119,765.0,2,57582.0,0,0,49219,Excellent,0.451,0
27,Employed,69313.0,4436.0,2,1334,513.0,1,17274.0,1,0,29993,Excellent,0.249,0
34,Employed,151987.0,2860.0,5,8075,621.0,1,112431.0,1,0,16741,Good,0.74,0
29,Self-Employed,74021.0,5555.0,15,1561,645.0,3,70053.0,0,0,14064,Excellent,0.946,0
35,Unemployed,98645.0,4331.0,1,2392,662.0,2,31535.0,2,1,13752,Excellent,0.32,0
41,Employed,46035.0,2611.0,8,1542,643.0,4,24774.0,1,0,12991,Good,0.538,1
55,Employed,55434.0,3564.0,3,3563,489.0,2,30034.0,2,1,18212,Average,0.542,1
22,Employed,90772.0,5165.0,7,2257,709.0,2,35179.0,2,0,5989,Average,0.388,0
47,Self-Employed,133549.0,7433.0,14,3026,721.0,3,24150.0,2,0,26006,Good,0.181,0
22,Self-Employed,82139.0,4450.0,1,4003,800.0,2,58032.0,2,0,28616,Poor,0.707,0
55,Employed,52541.0,181.0,14,1031,621.0,0,25752.0,2,0,15190,Good,0.49,1
38,Employed,117316.0,6530.0,12,3115,615.0,1,22977.0,2,1,6468,Excellent,0.196,1
34,Self-Employed,16473.0,3444.0,6,100,479.0,7,10809.0,0,0,13523,Good,0.656,1
40,Employed,25156.0,100.0,13,166,658.0,1,14901.0,2,0,1000,Poor,0.592,0
38,Employed,80016.0,4417.0,11,1722,748.0,4,23911.0,2,0,37281,Average,0.299,0
30,Employed,55428.0,1775.0,9,2722,634.0,4,30529.0,1,0,7738,Average,0.551,1
45,Employed,76736.0,3173.0,5,2120,841.0,1,17513.0,0,0,17243,Excellent,0.228,0
22,Employed,56983.0,982.0,7,2794,661.0,3,11220.0,1,1,13035,Good,0.197,0
45,Self-Employed,75290.0,4298.0,7,3744,691.0,3,51019.0,0,0,17992,Average,0.678,0
53,Self-Employed,35143.0,669.0,8,2142,578.0,2,21055.0,0,0,12296,Excellent,0.599,1
56,Employed,75271.0,3162.0,11,2356,702.0,2,18309.0,0,1,9104,Average,0.243,0
51,Unemployed,95037.0,6221.0,13,4875,532.0,0,65401.0,1,0,40041,Good,0.688,1
34,Employed,107623.0,4540.0,11,2193,732.0,2,18459.0,0,0,38289,Good,0.172,0
21,Self-Employed,166465.0,9030.0,5,1164,734.0,5,29781.0,0,1,15277,Poor,0.179,0
36,Employed,62903.0,2876.0,11,1938,782.0,1,811.0,0,1,21948,Excellent,0.013,0
23,Self-Employed,63943.0,2103.0,11,2027,604.0,3,12064.0,2,1,9237,Poor,0.189,1
55,Unemployed,23798.0,828.0,12,175,692.0,1,0.0,1,0,1000,Average,0.0,0
61,Employed,41061.0,3087.0,11,1091,722.0,0,27873.0,0,0,6552,Poor,0.679,0
26,Unemployed,49459.0,4478.0,4,876,713.0,3,13025.0,1,0,11155,Good,0.263,1
45,Self-Employed,98004.0,4106.0,1,4379,615.0,4,25439.0,0,1,32209,Good,0.26,1
33,Self-Employed,39302.0,419.0,8,642,501.0,1,13068.0,1,1,2384,Average,0.333,1
54,Employed,85227.0,4320.0,6,1487,706.0,1,20408.0,1,0,15992,Excellent,0.239,0
28,Self-Employed,54951.0,100.0,1,1649,669.0,1,28289.0,0,0,20379,Excellent,0.515,0
41,Self-Employed,49893.0,4220.0,5,2508,637.0,3,16409.0,1,0,16067,Good,0.329,0
54,Employed,63069.0,2028.0,10,1112,737.0,1,19752.0,1,0,13723,Average,0.313,0
24,Unemployed,44354.0,100.0,2,1016,677.0,0,26683.0,0,0,9553,Good,0.602,0
45,Employed,43439.0,1810.0,6,1672,581.0,3,4276.0,0,0,14560,Excellent,0.098,1
35,Employed,21535.0,1431.0,1,1269,535.0,2,7133.0,3,0,9098,Good,0.331,1
24,Employed,47988.0,849.0,4,1625,595.0,0,15982.0,1,1,18151,Average,0.333,1
65,Employed,42239.0,999.0,3,1516,850.0,5,13444.0,2,0,6958,Average,0.318,0
32,Employed,41411.0,3296.0,6,2286,734.0,0,17101.0,0,0,10049,Good,0.413,0
52,Employed,69173.0,4928.0,7,3699,694.0,2,38060.0,1,0,21670,Excellent,0.55,0
52,Unemployed,79011.0,4072.0,5,3988,666.0,0,36090.0,2,0,6756,Good,0.457,1
48,Employed,62492.0,3368.0,8,933,661.0,5,29295.0,0,0,24493,Good,0.469,1
33,Employed,95089.0,3392.0,14,994,768.0,4,29827.0,1,0,1315,Good,0.314,0
51,Employed,75482.0,4644.0,3,4043,643.0,3,49338.0,2,1,20122,Average,0.654,1
34,Employed,46761.0,1881.0,3,2842,723.0,0,34518.0,2,0,10613,Good,0.738,0
40,Unemployed,42639.0,100.0,2,488,654.0,0,13104.0,2,0,4072,Poor,0.307,0
38,Employed,65326.0,1974.0,9,1381,826.0,4,10124.0,0,0,6511,Good,0.155,0
49,Self-Employed,75407.0,2206.0,4,3211,736.0,1,28414.0,2,1,25919,Good,0.377,0
26,Employed,118646.0,4848.0,2,2691,773.0,4,26890.0,2,0,8956,Good,0.227,0
52,Employed,105898.0,5541.0,7,4469,636.0,3,43702.0,2,0,14615,Average,0.413,0
49,Employed,40834.0,714.0,11,2591,759.0,1,9398.0,5,0,6987,Good,0.23,0
63,Employed,51999.0,1810.0,8,1074,657.0,3,24251.0,1,1,26526,Average,0.466,1
22,Employed,79551.0,3851.0,3,1662,688.0,2,8807.0,0,0,4169,Average,0.111,1
43,Self-Employed,98962.0,5340.0,9,3319,803.0,1,74765.0,2,0,32377,Good,0.755,0
39,Employed,92182.0,2652.0,4,3529,602.0,4,17799.0,2,1,15208,Good,0.193,1
51,Self-Employed,53101.0,1322.0,7,412,695.0,0,20424.0,3,0,11782,Good,0.385,1
25,Employed,27595.0,1531.0,14,347,713.0,2,24019.0,1,0,7700,Average,0.87,0
39,Employed,31751.0,100.0,9,1077,719.0,2,10876.0,1,0,8794,Average,0.343,0
54,Employed,63898.0,3372.0,7,761,646.0,2,37481.0,2,1,29805,Excellent,0.587,0
30,Employed,66391.0,100.0,5,1976,836.0,1,22012.0,1,0,23453,Average,0.332,0
45,Self-Employed,30056.0,848.0,13,982,583.0,1,25788.0,0,1,9675,Excellent,0.858,0
22,Employed,56365.0,2587.0,10,2805,789.0,4,38146.0,0,0,23801,Excellent,0.677,0
31,Employed,77828.0,100.0,14,3553,771.0,2,7513.0,0,1,37334,Good,0.097,0
51,Unemployed,29200.0,232.0,14,1510,823.0,1,13074.0,3,0,11455,Good,0.448,0
35,Employed,100996.0,6734.0,1,5336,561.0,4,18180.0,3,0,19537,Excellent,0.18,0
29,Employed,44687.0,130.0,11,1959,615.0,4,13971.0,2,0,16109,Poor,0.313,1
43,Employed,109840.0,4101.0,13,2772,,1,6524.0,3,0,19318,Average,0.059,0
39,Employed,41015.0,788.0,2,2764,539.0,1,,0,0,18576,Excellent,0.028,1
29,Self-Employed,31271.0,281.0,13,1367,560.0,2,13885.0,1,0,1000,Poor,0.444,1
55,Self-Employed,42750.0,1955.0,7,1254,643.0,1,19020.0,0,0,14523,Good,0.445,0
41,Unemployed,52196.0,1842.0,13,1574,694.0,3,40278.0,0,0,15527,Good,0.772,0
29,Employed,44419.0,1179.0,5,298,799.0,1,12983.0,0,0,6833,Good,0.292,0
48,Employed,48839.0,3290.0,15,565,666.0,3,32183.0,2,1,14799,Good,0.659,1
27,Self-Employed,66090.0,1379.0,15,2216,634.0,1,1630.0,2,1,35377,Excellent,0.025,0
